,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
516,1039.0,0,1.3,0,0,1,12,0.8,200.0,8,0,1428.0,1827.0,1619.0,7,1,10,1,1,1,1
1428,1823.0,0,2.8,1,11,0,10,0.6,81.0,8,19,362.0,1250.0,1812.0,5,0,19,1,1,1,2
1747,618.0,0,1.1,0,11,1,45,0.2,188.0,3,20,1175.0,1586.0,2339.0,19,2,10,1,1,0,2
597,561.0,1,1.0,0,0,0,11,0.1,163.0,8,10,492.0,1176.0,3421.0,16,2,5,1,1,1,2
195,1526.0,0,2.1,0,1,1,23,0.2,117.0,7,8,718.0,751.0,2227.0,18,10,3,1,1,0,2
1783,1251.0,0,0.5,1,10,1,29,0.7,133.0,6,16,308.0,591.0,1052.0,11,9,11,1,0,0,0
869,1236.0,1,2.8,0,6,1,32,0.3,143.0,4,18,492.0,1403.0,942.0,16,12,14,1,1,1,0
410,1029.0,1,1.9,1,5,1,5,0.2,171.0,5,8,264.0,956.0,582.0,15,7,4,1,1,1,0
96,1355.0,0,2.3,0,10,1,23,0.2,132.0,5,16,651.0,891.0,880.0,19,4,8,1,1,0,0
1000,594.0,0,0.8,0,2,1,28,0.1,132.0,5,3,1011.0,1263.0,3087.0,16,4,4,1,1,1,2
1505,852.0,0,1.8,1,5,1,8,0.8,160.0,5,9,683.0,1349.0,315.0,7,6,20,1,0,0,0
156,637.0,0,2.3,0,3,1,60,0.8,97.0,4,4,1125.0,1989.0,374.0,18,4,8,1,0,1,0
419,914.0,1,0.9,0,2,0,4,0.8,100.0,2,12,191.0,1495.0,808.0,11,7,5,1,1,0,0
1802,1289.0,0,0.8,1,3,1,16,0.9,161.0,6,17,713.0,1854.0,3167.0,14,8,20,1,1,0,3
477,601.0,0,2.1,0,4,0,26,0.3,101.0,4,18,509.0,548.0,918.0,9,1,12,0,0,0,0
1855,856.0,1,1.1,1,14,1,19,0.7,125.0,6,19,1057.0,1931.0,650.0,17,0,10,1,0,1,0
668,1677.0,0,1.8,1,4,0,11,0.7,124.0,6,8,271.0,1477.0,3771.0,15,6,12,1,0,0,3
1417,1987.0,1,1.9,0,0,0,50,0.7,119.0,8,18,960.0,1925.0,857.0,12,4,6,1,1,0,1
1871,1961.0,1,1.5,0,10,0,55,0.5,100.0,7,20,861.0,1888.0,2355.0,14,7,6,1,1,1,3
1299,871.0,0,0.6,0,2,0,52,0.1,178.0,3,3,194.0,1437.0,437.0,14,7,17,1,0,0,0
447,1349.0,0,2.0,1,15,0,62,0.3,114.0,5,16,592.0,772.0,2756.0,11,3,4,1,0,0,2
553,1544.0,0,2.3,0,12,1,45,0.1,113.0,8,20,236.0,857.0,1300.0,8,7,18,1,1,0,1
178,947.0,0,0.8,1,0,1,22,0.1,197.0,2,13,1176.0,1220.0,2842.0,16,12,2,1,0,0,2
390,1836.0,1,1.7,1,3,0,26,0.1,134.0,6,16,408.0,1139.0,3097.0,5,0,18,0,1,0,3
578,1195.0,0,2.0,1,1,1,23,0.1,82.0,4,9,163.0,1100.0,980.0,13,9,17,1,0,0,0
1477,1150.0,1,2.7,0,0,0,39,0.4,151.0,8,1,397.0,800.0,999.0,6,2,11,1,1,0,0
1706,930.0,0,2.1,1,0,0,54,0.9,80.0,1,13,1569.0,1763.0,1743.0,7,1,9,0,1,0,2
1287,860.0,1,1.3,1,1,1,49,0.7,141.0,6,13,692.0,979.0,3869.0,16,14,20,1,1,1,3
1644,1175.0,1,1.7,1,1,1,45,0.6,167.0,2,7,90.0,557.0,2240.0,10,6,5,1,1,0,1
1023,1576.0,0,2.6,0,7,0,58,0.2,90.0,3,16,400.0,631.0,336.0,14,8,13,1,1,1,0
820,1387.0,0,0.5,0,0,1,61,0.5,98.0,3,0,785.0,1151.0,629.0,5,3,11,1,1,0,0
1824,1762.0,0,0.6,0,3,1,26,0.1,83.0,6,14,525.0,704.0,2661.0,9,7,4,1,1,0,2
984,1261.0,1,0.5,1,0,1,11,0.2,90.0,4,0,858.0,1591.0,348.0,14,9,14,1,0,1,0
1338,1848.0,0,1.3,1,7,0,12,0.1,178.0,2,19,195.0,533.0,3915.0,9,7,8,0,0,1,3
664,914.0,1,0.5,0,0,1,26,0.7,147.0,4,0,706.0,721.0,1122.0,12,9,2,1,1,1,0
142,1537.0,1,2.5,0,4,1,43,0.3,137.0,1,5,839.0,1131.0,3685.0,18,17,17,1,1,1,3
1516,1081.0,1,1.9,1,13,1,42,0.1,101.0,7,17,83.0,816.0,2456.0,7,4,7,1,0,0,1
1429,1581.0,1,1.0,0,9,0,41,0.4,172.0,4,19,693.0,850.0,1384.0,19,9,2,0,1,1,1
864,1296.0,0,1.4,1,3,0,11,0.2,129.0,7,4,1222.0,1382.0,2552.0,19,8,10,1,1,1,2
421,1178.0,0,2.2,1,6,0,57,0.3,84.0,3,17,96.0,1352.0,2492.0,16,14,10,1,1,0,2
636,570.0,1,0.5,1,2,0,9,0.3,111.0,7,5,1331.0,1917.0,3663.0,14,10,14,0,0,0,3
1406,1731.0,1,2.3,1,18,0,60,0.5,171.0,4,20,142.0,1039.0,1220.0,9,3,20,0,1,0,1
799,1567.0,0,2.1,1,3,0,22,0.8,153.0,3,19,190.0,1326.0,3991.0,15,2,10,1,0,0,3
1403,1328.0,1,0.5,0,5,1,27,0.3,144.0,3,18,602.0,1156.0,2674.0,7,2,5,1,0,1,2
615,880.0,0,0.5,1,1,0,44,0.5,172.0,8,15,436.0,1302.0,3132.0,8,7,6,0,1,1,2
294,832.0,0,1.6,1,1,1,34,0.3,108.0,5,5,311.0,1294.0,447.0,15,13,12,1,1,0,0
923,1027.0,1,2.2,0,0,0,63,0.8,102.0,5,4,152.0,714.0,1732.0,8,5,13,0,1,1,1
1268,1824.0,1,0.8,0,4,1,19,0.9,143.0,2,5,1055.0,1738.0,2381.0,14,1,5,1,0,0,2
1902,730.0,0,1.5,0,9,0,9,0.7,122.0,4,15,1371.0,1677.0,2787.0,10,8,7,1,0,1,2
88,668.0,0,0.5,1,0,0,3,0.1,155.0,5,13,666.0,1203.0,2746.0,9,5,8,1,1,1,2
41,1646.0,1,2.3,0,8,1,41,0.2,185.0,2,10,1725.0,1932.0,3339.0,18,10,19,1,1,0,3
1801,1035.0,1,1.9,1,8,0,11,1.0,173.0,6,10,831.0,1709.0,2002.0,17,8,5,1,1,0,1
1933,897.0,1,2.0,0,3,1,2,0.6,154.0,8,10,0.0,994.0,1958.0,7,5,7,1,1,0,1
131,1790.0,0,2.5,1,9,0,2,0.1,184.0,1,14,622.0,792.0,1366.0,7,0,20,1,1,1,1
1001,1524.0,0,2.6,1,5,0,57,0.5,124.0,2,12,629.0,635.0,947.0,11,4,16,0,1,1,0
1157,1587.0,1,0.5,0,0,0,50,0.9,148.0,8,15,299.0,874.0,461.0,17,4,4,1,0,1,0
1094,688.0,1,1.5,0,0,0,2,1.0,89.0,3,2,271.0,869.0,391.0,5,2,8,1,1,1,0
1854,1571.0,0,2.9,0,1,0,30,0.9,150.0,7,3,805.0,956.0,586.0,10,9,4,0,1,1,0
1344,1429.0,0,0.6,0,8,0,42,0.9,151.0,5,9,670.0,1552.0,1817.0,6,1,16,1,0,0,1
1498,881.0,0,1.0,0,1,0,64,0.5,160.0,3,6,115.0,636.0,2110.0,18,9,6,1,1,1,1
164,1441.0,0,2.1,1,11,1,3,0.1,118.0,8,17,577.0,1071.0,2317.0,16,4,7,1,0,1,2
724,696.0,0,0.5,0,6,0,51,0.3,197.0,3,8,649.0,907.0,2630.0,18,8,9,0,0,1,1
290,1893.0,1,2.1,1,8,0,63,0.2,134.0,2,11,637.0,763.0,3822.0,14,3,18,0,1,1,3
1208,989.0,1,0.7,0,13,1,51,0.4,132.0,3,15,670.0,804.0,2349.0,10,1,20,1,0,1,1
1588,1880.0,1,2.0,0,11,0,35,0.1,200.0,4,14,930.0,1983.0,1930.0,17,7,15,0,1,0,2
1896,1799.0,0,1.0,0,1,1,30,0.6,123.0,3,9,617.0,1386.0,445.0,10,8,10,1,1,0,0
1641,1109.0,1,2.8,1,6,0,57,0.9,151.0,1,12,124.0,833.0,2785.0,15,10,16,1,0,0,2
1361,1549.0,1,1.5,1,0,1,27,0.4,113.0,5,7,632.0,1162.0,436.0,10,8,11,1,0,0,0
778,774.0,1,0.6,1,2,1,8,0.4,136.0,1,4,1713.0,1865.0,2614.0,7,0,14,1,1,1,2
839,1184.0,0,1.5,1,1,1,48,0.6,191.0,1,6,519.0,1577.0,3315.0,17,7,14,1,1,1,3
348,869.0,1,1.0,0,7,1,57,0.6,118.0,1,15,1243.0,1584.0,2727.0,13,3,8,1,0,0,2
1944,544.0,1,0.5,1,2,1,7,0.2,129.0,5,15,227.0,610.0,1675.0,13,4,17,1,1,0,0
571,1627.0,0,0.9,1,9,1,32,0.1,180.0,6,16,52.0,1082.0,3206.0,12,6,16,1,1,0,3
917,904.0,0,1.8,0,3,1,35,0.4,168.0,3,4,42.0,507.0,1360.0,15,12,11,1,0,0,0
976,1778.0,0,0.5,0,0,1,23,0.5,101.0,6,11,1028.0,1445.0,3941.0,19,6,13,1,0,0,3
1913,1969.0,0,1.2,1,9,0,63,0.2,132.0,4,11,390.0,756.0,298.0,10,1,10,1,1,0,0
1468,1425.0,1,0.6,0,0,1,33,0.5,89.0,3,2,396.0,1648.0,3771.0,10,3,9,1,0,1,3
1591,1830.0,0,0.5,0,0,0,7,0.9,191.0,6,12,460.0,1583.0,2334.0,8,7,14,0,1,0,2
1317,1825.0,0,1.1,1,13,1,17,0.1,157.0,4,18,1621.0,1773.0,3130.0,12,4,2,1,0,1,3
1844,504.0,1,1.0,0,8,0,14,0.5,189.0,7,9,881.0,1129.0,1607.0,15,0,10,1,1,1,0
136,1272.0,1,2.5,1,0,0,22,0.9,133.0,6,8,605.0,669.0,2235.0,19,4,4,1,0,0,1
458,664.0,0,1.2,1,0,0,28,0.9,106.0,5,5,754.0,1497.0,2042.0,17,15,19,1,1,0,1
375,775.0,1,2.6,0,0,0,30,0.4,189.0,7,10,561.0,1510.0,2523.0,17,16,9,1,0,1,2
1342,1974.0,0,0.5,1,9,0,10,0.8,145.0,6,12,530.0,1496.0,1433.0,6,1,17,0,0,0,1
333,1723.0,1,1.0,0,1,1,7,0.6,126.0,3,17,384.0,1361.0,1213.0,5,0,16,1,1,1,1
1159,504.0,0,2.8,1,0,0,40,0.5,178.0,3,0,626.0,1195.0,470.0,6,0,16,1,0,0,0
1760,1936.0,0,1.3,0,2,0,44,0.1,139.0,3,3,570.0,1021.0,1400.0,17,7,3,0,0,1,1
1457,840.0,0,0.9,1,6,0,33,0.7,150.0,6,7,1482.0,1591.0,2072.0,10,8,19,0,1,0,2
816,805.0,1,0.7,0,0,0,64,0.1,97.0,4,14,641.0,704.0,418.0,11,6,17,0,1,1,0
1114,781.0,1,1.3,1,1,0,64,0.2,88.0,2,7,368.0,607.0,3862.0,17,10,9,0,0,0,3
1005,1270.0,1,2.3,0,0,0,58,0.5,104.0,5,1,1512.0,1716.0,3299.0,13,4,16,0,0,1,3
1856,1786.0,0,2.6,0,6,0,14,1.0,115.0,4,15,616.0,912.0,3038.0,18,0,14,1,0,0,3
1954,686.0,1,2.7,1,0,0,36,0.1,194.0,4,1,64.0,745.0,1503.0,10,0,13,0,0,0,0
1850,1944.0,0,0.6,1,9,1,59,0.2,132.0,7,10,634.0,1079.0,769.0,19,13,3,1,0,1,0
910,1205.0,0,0.5,1,3,0,12,0.6,175.0,4,6,573.0,614.0,860.0,14,1,14,1,0,1,0
1929,1602.0,0,1.6,1,0,1,35,0.1,99.0,7,7,1325.0,1800.0,1829.0,18,17,13,1,0,0,2
1125,1106.0,1,1.9,0,4,0,54,0.7,107.0,3,9,614.0,1212.0,2674.0,9,3,9,1,0,1,2
328,1430.0,0,0.5,1,1,0,27,0.5,183.0,1,16,1132.0,1182.0,2832.0,7,1,15,0,1,1,2
1247,1566.0,1,0.5,1,0,0,20,0.5,126.0,2,0,1603.0,1930.0,659.0,14,9,13,1,1,1,1
318,508.0,0,0.8,0,7,1,42,0.3,94.0,1,8,39.0,557.0,663.0,13,12,7,1,0,0,0
1689,1219.0,0,1.6,1,5,0,4,0.3,169.0,6,7,1419.0,1698.0,1998.0,9,2,4,0,0,0,2
1358,1210.0,1,1.6,1,9,0,57,0.5,111.0,4,20,329.0,1039.0,1886.0,16,0,17,1,0,1,1
1732,681.0,0,0.5,1,12,1,17,0.9,194.0,5,19,371.0,1702.0,2548.0,6,1,5,1,0,1,2
167,1126.0,1,2.4,0,2,1,10,0.4,160.0,6,3,1223.0,1611.0,2050.0,7,6,12,1,1,1,2
12,1815.0,0,2.8,0,2,0,33,0.6,159.0,4,17,607.0,748.0,1482.0,18,0,2,1,0,0,1
1926,1122.0,0,0.5,0,0,1,40,0.3,156.0,7,14,675.0,1163.0,1456.0,9,3,20,1,1,0,1
171,1854.0,0,3.0,0,2,1,8,0.1,101.0,5,5,506.0,627.0,1886.0,17,4,20,1,1,0,1
649,709.0,1,2.0,1,0,0,35,0.1,136.0,1,0,1545.0,1596.0,1973.0,12,9,16,0,1,1,1
1061,1522.0,1,0.7,1,4,0,28,0.2,124.0,1,5,952.0,1191.0,1368.0,14,5,17,1,0,1,1
260,754.0,0,0.5,1,7,1,59,0.7,178.0,7,10,1914.0,1928.0,1027.0,6,3,5,1,0,0,1
1366,1708.0,0,0.8,0,8,1,14,0.9,197.0,4,16,263.0,1345.0,1247.0,19,16,16,1,0,0,1
1548,1410.0,1,0.5,1,0,1,15,0.3,92.0,3,1,192.0,1311.0,2304.0,18,4,18,1,1,0,2
901,783.0,1,1.7,1,9,1,27,0.3,150.0,6,11,458.0,1263.0,1185.0,15,4,6,1,1,1,0
672,1979.0,1,1.6,1,0,0,32,0.2,165.0,7,1,833.0,1630.0,452.0,13,6,14,0,1,0,0
258,564.0,0,1.8,1,0,1,51,0.5,168.0,3,1,912.0,1980.0,1074.0,14,8,15,1,1,0,0
844,1986.0,0,0.5,0,7,0,51,0.4,95.0,3,9,342.0,774.0,3165.0,5,0,13,1,0,0,3
867,1498.0,1,0.7,0,3,1,8,0.1,170.0,7,4,347.0,1076.0,3358.0,7,3,19,1,0,0,3
1799,1250.0,1,1.5,0,14,1,20,0.4,167.0,5,18,11.0,1020.0,3314.0,6,5,6,1,1,1,2
138,536.0,0,2.4,1,12,1,3,0.3,182.0,7,14,1386.0,1539.0,284.0,12,9,4,1,1,0,0
893,1181.0,0,2.3,0,12,1,61,0.6,116.0,2,16,385.0,831.0,2020.0,6,0,18,1,1,0,1
1837,983.0,0,0.6,1,0,1,45,0.1,130.0,4,11,948.0,1205.0,2052.0,5,3,6,1,0,1,1
549,1002.0,0,0.8,1,0,1,35,0.5,83.0,2,4,1345.0,1416.0,1726.0,16,5,19,1,0,1,1
319,1097.0,0,2.1,1,6,0,64,0.2,161.0,3,8,419.0,1914.0,1725.0,14,5,9,1,0,1,1
1526,963.0,0,0.5,0,1,1,60,0.8,156.0,3,3,742.0,821.0,2722.0,12,6,16,1,0,0,2
1805,534.0,0,0.5,1,4,0,2,0.2,85.0,5,16,911.0,1220.0,2466.0,5,3,18,0,1,1,2
1177,1031.0,1,2.1,1,2,1,11,0.1,121.0,2,9,532.0,1247.0,2385.0,11,7,16,1,0,0,2
558,723.0,1,1.9,0,4,0,30,0.3,102.0,1,7,1467.0,1901.0,2339.0,19,9,17,0,1,1,2
139,523.0,0,2.6,1,1,0,14,0.1,155.0,8,2,304.0,1042.0,1427.0,9,1,9,0,1,0,0
1734,1285.0,0,0.8,1,4,1,11,0.8,199.0,5,7,1791.0,1896.0,3966.0,17,15,2,1,1,1,3
531,532.0,1,0.8,1,3,0,8,0.1,193.0,5,10,1213.0,1354.0,728.0,13,5,8,1,1,0,0
224,1686.0,1,2.8,1,3,0,38,0.1,166.0,4,4,397.0,1453.0,2958.0,14,11,2,0,0,0,3
723,1271.0,0,0.5,1,2,0,54,0.1,159.0,8,3,613.0,650.0,990.0,14,11,6,0,1,1,0
786,774.0,1,2.8,0,7,1,55,0.9,124.0,3,18,8.0,896.0,3916.0,8,1,12,1,1,0,3
1717,1337.0,1,2.7,1,0,0,5,0.7,200.0,4,1,161.0,1029.0,3242.0,10,1,20,0,1,0,2
1007,1963.0,1,1.0,0,16,1,34,0.1,157.0,2,17,1136.0,1813.0,714.0,18,2,2,1,0,1,1
409,1726.0,1,0.9,1,2,0,51,0.6,193.0,4,3,379.0,1223.0,2239.0,13,9,13,1,0,1,2
325,920.0,0,2.1,1,5,0,25,0.4,115.0,7,14,209.0,1078.0,785.0,10,7,5,0,1,1,0
1765,765.0,1,2.5,0,3,0,44,0.3,88.0,8,11,1364.0,1851.0,2256.0,6,1,19,0,1,1,2
299,1656.0,1,0.5,1,8,1,38,0.1,105.0,7,17,506.0,519.0,1499.0,12,8,19,1,0,1,1
1262,1433.0,1,2.3,0,8,1,27,0.9,153.0,7,12,1619.0,1651.0,3900.0,18,16,2,1,0,1,3
1945,1007.0,1,2.9,1,5,1,21,0.8,185.0,8,12,479.0,831.0,1301.0,8,6,12,1,1,0,0
25,961.0,1,1.4,1,0,1,57,0.6,114.0,8,3,291.0,1434.0,2782.0,18,9,7,1,1,1,2
1858,1615.0,1,2.8,0,3,0,9,0.9,117.0,1,13,542.0,678.0,2948.0,8,3,3,1,1,0,2
714,1188.0,1,1.4,1,0,1,9,0.6,114.0,2,0,1339.0,1558.0,2896.0,12,11,16,1,0,1,3
1009,1881.0,0,2.2,0,4,0,51,0.3,158.0,5,7,477.0,1553.0,1229.0,12,0,14,1,0,0,1
193,1523.0,1,2.4,0,5,1,57,0.2,117.0,2,6,247.0,539.0,3971.0,18,12,10,1,1,1,3
440,1310.0,1,2.3,1,6,0,57,0.9,135.0,8,9,449.0,889.0,1175.0,16,0,8,0,0,0,0
573,1900.0,1,0.5,1,0,1,55,0.9,171.0,1,1,934.0,1241.0,3917.0,15,5,18,1,0,1,3
946,1625.0,1,0.5,1,2,1,50,0.1,107.0,8,17,8.0,1219.0,670.0,16,3,8,1,0,0,0
997,1068.0,0,0.5,1,0,1,19,0.9,197.0,8,9,322.0,875.0,1209.0,19,12,12,1,1,0,0
503,1438.0,0,2.2,0,0,1,32,0.6,176.0,7,6,683.0,1663.0,869.0,19,13,9,1,1,1,0
605,1878.0,0,1.5,1,5,1,56,0.3,139.0,5,13,183.0,559.0,2711.0,8,2,3,1,1,1,2
1716,869.0,0,1.9,0,0,0,2,0.6,197.0,7,3,519.0,533.0,3249.0,19,0,12,0,0,1,2
1163,1930.0,1,2.0,0,11,0,16,0.8,186.0,8,12,1901.0,1920.0,1783.0,17,3,13,0,0,1,2
1786,930.0,1,0.5,1,3,1,34,0.5,190.0,4,16,1050.0,1726.0,2131.0,7,2,6,1,0,1,2
846,1489.0,0,2.4,1,8,0,32,0.6,200.0,1,16,172.0,812.0,776.0,7,6,8,0,0,0,0
3,615.0,1,2.5,0,0,0,10,0.8,131.0,6,9,1216.0,1786.0,2769.0,16,8,11,1,0,0,2
1286,584.0,1,1.8,0,0,1,19,0.3,168.0,3,0,1123.0,1622.0,465.0,12,8,4,1,1,0,0
1222,1237.0,0,0.5,0,2,0,27,0.1,87.0,8,5,274.0,603.0,2454.0,14,0,8,1,1,1,2
467,1433.0,0,1.6,0,7,0,4,0.7,133.0,8,11,281.0,799.0,258.0,11,9,4,1,1,1,0
321,1980.0,0,0.5,1,2,1,29,0.8,177.0,1,13,312.0,1910.0,3865.0,12,10,18,1,0,0,3
5,1859.0,0,0.5,1,3,0,22,0.7,164.0,1,7,1004.0,1654.0,1067.0,17,1,10,1,0,0,1
222,1225.0,1,2.1,1,8,0,13,0.5,116.0,4,12,759.0,1404.0,3836.0,12,11,11,0,0,0,3
1374,1263.0,1,1.4,1,1,1,32,0.4,103.0,2,2,409.0,644.0,3372.0,18,13,10,1,1,0,3
547,1117.0,1,0.6,1,0,0,31,0.2,146.0,2,7,1258.0,1627.0,2003.0,8,7,14,0,1,1,2
228,1578.0,0,1.9,1,2,1,37,0.1,138.0,4,19,411.0,1226.0,2458.0,19,16,3,1,0,1,2
39,560.0,0,0.5,1,15,0,50,0.3,159.0,2,20,1448.0,1613.0,2150.0,18,12,11,1,1,0,2
542,569.0,0,0.6,1,2,0,39,0.1,184.0,8,9,389.0,739.0,2811.0,7,6,7,1,0,1,1
242,822.0,1,0.5,0,0,1,51,0.3,157.0,6,20,667.0,860.0,3846.0,10,1,3,1,0,0,3
898,1372.0,1,2.7,0,7,0,34,0.4,193.0,4,17,687.0,937.0,725.0,11,3,20,1,0,0,0
1133,1528.0,1,1.8,1,3,1,55,0.8,129.0,5,6,454.0,1762.0,1282.0,11,9,11,1,1,1,1
1448,1392.0,0,2.5,0,0,1,44,0.7,113.0,4,2,482.0,1098.0,1280.0,8,1,16,1,0,1,1
1868,1766.0,1,0.5,1,1,1,22,0.8,122.0,8,4,291.0,1318.0,3297.0,7,5,16,1,0,0,3
842,966.0,0,2.0,0,8,1,34,0.5,118.0,2,10,214.0,1523.0,3534.0,18,17,11,1,1,1,3
1418,908.0,0,2.1,0,1,0,44,0.6,95.0,5,2,154.0,941.0,3518.0,16,12,7,1,1,1,3
1653,1190.0,0,2.0,1,0,0,40,0.2,93.0,5,1,1399.0,1646.0,3610.0,13,7,9,0,0,1,3
1969,640.0,0,1.3,1,5,1,6,0.6,143.0,8,20,976.0,1353.0,2711.0,15,7,8,1,1,0,2
661,1897.0,0,3.0,0,1,1,21,0.5,192.0,8,2,1311.0,1935.0,273.0,17,6,3,1,1,1,0
1210,805.0,1,1.7,1,0,1,58,0.9,168.0,3,10,81.0,1544.0,3397.0,7,6,2,1,0,0,2
314,1163.0,0,2.8,1,0,0,49,0.6,155.0,2,0,520.0,754.0,2768.0,19,2,12,0,0,1,2
691,1486.0,0,2.6,0,7,0,52,0.1,85.0,4,15,1430.0,1747.0,297.0,13,1,15,0,1,0,0
1503,1762.0,0,0.7,0,7,0,60,0.1,157.0,4,10,643.0,790.0,1380.0,14,5,14,1,0,0,1
424,715.0,0,2.3,1,4,0,48,0.1,160.0,4,6,21.0,562.0,3709.0,14,2,10,0,0,0,2
594,621.0,1,2.7,1,0,0,54,0.1,151.0,4,20,434.0,910.0,2801.0,6,1,5,1,1,1,2
1963,1906.0,1,1.9,1,3,0,55,0.2,113.0,3,4,3.0,629.0,1871.0,13,5,4,1,0,1,1
622,1225.0,0,0.7,1,0,1,2,0.6,138.0,7,1,217.0,1101.0,2675.0,12,11,15,1,1,0,2
1170,1100.0,1,1.6,0,12,0,15,0.1,112.0,8,14,919.0,1344.0,757.0,12,2,16,1,1,1,0
1043,1948.0,0,2.8,1,5,1,18,0.2,135.0,2,14,477.0,571.0,816.0,16,2,3,1,0,0,0
227,1151.0,1,2.9,1,0,0,31,0.6,128.0,8,1,1022.0,1560.0,2377.0,18,8,13,0,1,0,2
1117,1970.0,0,1.6,1,11,1,58,0.3,80.0,8,19,654.0,882.0,2372.0,14,12,2,1,1,0,2
1331,1407.0,0,1.8,1,5,1,16,0.2,170.0,4,6,925.0,1206.0,1068.0,6,0,8,1,1,0,1
1315,1510.0,0,0.6,1,1,0,32,0.7,135.0,3,8,963.0,1520.0,854.0,8,2,10,1,0,1,1
66,1358.0,1,0.5,0,11,1,36,0.3,155.0,4,14,1565.0,1858.0,3068.0,9,4,4,1,1,0,3
24,503.0,0,1.2,1,5,1,8,0.4,111.0,3,13,201.0,1245.0,2583.0,11,0,12,1,0,0,1
144,1678.0,0,2.1,0,3,1,64,0.9,134.0,3,11,436.0,536.0,278.0,19,0,10,1,1,0,0
536,577.0,0,2.4,0,8,1,37,0.9,161.0,6,20,1087.0,1450.0,814.0,11,7,19,1,1,1,0
811,807.0,0,0.5,0,9,0,8,0.3,158.0,5,20,667.0,697.0,1284.0,17,13,2,0,1,1,0
1466,1045.0,1,1.2,1,3,1,40,0.1,175.0,6,7,1078.0,1564.0,2137.0,11,8,12,1,0,1,2
85,1412.0,1,2.4,0,5,0,25,0.8,96.0,8,17,516.0,1894.0,837.0,15,9,4,0,0,1,1
1660,1559.0,1,1.3,1,10,1,10,0.3,114.0,8,17,117.0,681.0,2203.0,7,5,15,1,1,1,1
1645,1940.0,1,1.0,1,0,1,5,0.2,194.0,4,1,588.0,1809.0,820.0,19,18,3,1,1,1,1
1804,1702.0,1,2.3,1,12,1,47,0.6,107.0,2,19,1284.0,1643.0,595.0,10,0,19,1,0,1,1
1817,1541.0,1,1.5,1,6,1,5,0.5,109.0,4,10,536.0,1656.0,1795.0,7,3,4,1,1,1,1
1576,1110.0,0,1.5,0,2,1,12,0.3,153.0,8,5,961.0,1950.0,624.0,9,7,15,1,0,0,0
1144,1285.0,0,2.4,0,1,1,51,1.0,140.0,7,2,475.0,500.0,2094.0,8,0,10,1,0,0,1
362,1976.0,1,0.7,1,4,0,32,0.8,171.0,2,7,1301.0,1922.0,3699.0,17,11,13,0,1,1,3
1611,1310.0,0,2.3,1,3,0,15,0.2,150.0,5,11,954.0,970.0,2518.0,18,17,5,0,1,1,2
1865,1748.0,1,0.5,1,11,1,53,0.5,114.0,4,20,718.0,1109.0,2633.0,16,0,9,1,0,0,2
1026,606.0,0,2.5,0,1,1,53,0.2,146.0,4,2,465.0,1152.0,1223.0,19,12,7,1,0,0,0
1030,1681.0,1,2.5,1,6,0,18,0.3,167.0,1,7,850.0,1005.0,2265.0,5,3,20,1,1,1,2
1303,888.0,0,2.6,1,2,1,33,0.4,198.0,2,17,327.0,1683.0,3407.0,12,1,20,1,0,0,3
1355,1321.0,1,1.3,0,0,1,63,0.4,109.0,8,9,817.0,941.0,1464.0,7,6,16,1,1,1,1
1730,1607.0,0,1.1,1,6,1,20,1.0,192.0,2,8,776.0,1005.0,885.0,11,1,14,1,1,0,0
665,1721.0,1,0.5,1,4,1,33,0.5,128.0,4,5,871.0,1048.0,707.0,19,2,5,1,1,1,0
364,916.0,1,2.6,0,0,0,36,0.3,195.0,4,12,188.0,992.0,1470.0,13,0,14,0,1,0,0
77,1234.0,1,1.6,1,1,0,33,0.6,172.0,1,3,166.0,778.0,1449.0,11,7,6,0,0,1,0
27,956.0,0,0.5,0,1,1,41,1.0,143.0,7,6,511.0,1075.0,3286.0,17,8,12,1,1,0,3
1436,514.0,1,2.9,1,5,0,18,0.7,141.0,2,8,1083.0,1492.0,980.0,13,7,16,0,0,1,0
525,1589.0,1,1.4,0,3,1,26,0.1,100.0,8,16,1673.0,1759.0,3970.0,16,8,18,1,0,1,3
1834,616.0,1,2.2,0,3,1,21,0.8,150.0,7,4,347.0,513.0,3267.0,17,9,19,1,0,0,2
55,1936.0,0,2.1,1,10,1,46,0.6,104.0,3,20,667.0,1036.0,2552.0,14,7,13,1,0,0,2
638,955.0,0,0.5,1,4,0,43,0.9,143.0,5,8,1248.0,1511.0,1432.0,12,9,9,1,1,1,1
302,768.0,1,0.9,0,16,1,56,0.1,113.0,1,20,418.0,515.0,952.0,19,3,16,1,0,1,0
718,1108.0,0,1.0,0,3,0,49,0.7,140.0,5,12,1298.0,1666.0,3254.0,12,0,16,1,0,0,3
624,1919.0,0,1.5,0,5,1,48,0.8,150.0,4,6,304.0,1191.0,1391.0,19,13,12,1,0,1,1
7,1954.0,0,0.5,1,0,0,24,0.8,187.0,4,0,512.0,1149.0,700.0,16,3,5,1,1,1,0
803,880.0,0,1.7,0,2,0,6,0.6,198.0,4,19,632.0,660.0,3006.0,6,4,3,1,0,0,2
1049,673.0,1,1.7,1,3,1,22,0.1,88.0,1,5,594.0,1088.0,2050.0,7,2,17,1,1,0,1
